,confidence,file_name,frame_id,object_class_id,object_name,resolution
0,0.961383,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,14.0,person,544
1,0.354611,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,11.0,dog,544
2,0.806362,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000002.jpg,2.0,18.0,train,544
3,0.309881,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000003.jpg,3.0,15.0,pottedplant,544
4,0.598706,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000003.jpg,3.0,7.0,cat,544
5,0.899974,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
6,0.826539,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
7,0.806665,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
8,0.734378,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
9,0.716159,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
10,0.64985,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
11,0.626124,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,544
12,0.981161,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,10.0,diningtable,544
13,0.826414,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,544
14,0.696286,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,544
15,0.538189,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,544
16,0.308267,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,10.0,diningtable,544
17,0.902693,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,544
18,0.280722,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,544
19,0.275259,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,544
20,0.837635,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,14.0,person,544
21,0.6508,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,12.0,horse,544
22,0.339603,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,11.0,dog,544
23,0.953269,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,11.0,dog,544
24,0.574101,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,7.0,cat,544
25,0.284207,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,7.0,cat,544
26,0.93186,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000013.jpg,9.0,9.0,cow,544
27,0.265635,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,19.0,tvmonitor,544
28,0.45336,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,14.0,person,544
29,0.953742,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,544
30,0.667331,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,544
31,0.426046,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,544
32,0.711018,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,5.0,bus,544
33,0.304685,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,14.0,person,544
34,0.391485,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,6.0,car,544
35,0.85804,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,1.0,bicycle,544
36,0.908204,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000018.jpg,12.0,11.0,dog,544
37,0.9473,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,14.0,person,544
38,0.928797,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,12.0,horse,544
39,0.97018,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
40,0.821617,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
41,0.715059,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
42,0.509243,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
43,0.34126,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
44,0.301,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
45,0.277778,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,544
46,0.657374,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,11.0,dog,544
47,0.887291,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,9.0,cow,544
48,0.751805,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,9.0,cow,544
49,0.365224,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,9.0,cow,544
50,0.970847,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000027.jpg,15.0,14.0,person,544
51,0.942701,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000028.jpg,16.0,7.0,cat,544
