,confidence,file_name,frame_id,object_class_id,object_name,resolution
0,0.973732,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,14.0,person,288
1,0.77839,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,11.0,dog,288
2,0.785304,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000002.jpg,2.0,18.0,train,288
3,0.806714,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
4,0.673818,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
5,0.629125,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
6,0.573629,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
7,0.519566,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
8,0.489446,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
9,0.294033,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,288
10,0.616278,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,10.0,diningtable,288
11,0.653234,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,288
12,0.616613,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,288
13,0.779448,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,288
14,0.656997,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,14.0,person,288
15,0.892988,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,12.0,horse,288
16,0.277845,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,11.0,dog,288
17,0.838442,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,7.0,cat,288
18,0.638243,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000013.jpg,9.0,16.0,sheep,288
19,0.300383,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000013.jpg,9.0,9.0,cow,288
20,0.915972,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,288
21,0.357779,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,288
22,0.580642,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,5.0,bus,288
23,0.512559,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,14.0,person,288
24,0.290142,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,14.0,person,288
25,0.937818,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,1.0,bicycle,288
26,0.948907,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000018.jpg,12.0,11.0,dog,288
27,0.778133,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,14.0,person,288
28,0.877946,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,12.0,horse,288
29,0.906735,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,288
30,0.799327,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,288
31,0.633807,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,288
32,0.40252,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,288
33,0.900526,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,11.0,dog,288
34,0.328571,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,9.0,cow,288
35,0.834562,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000027.jpg,15.0,14.0,person,288
36,0.950309,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000028.jpg,16.0,7.0,cat,288
37,0.937784,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000029.jpg,17.0,11.0,dog,288
38,0.938056,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000031.jpg,18.0,18.0,train,288
