,confidence,file_name,frame_id,object_class_id,object_name,resolution
0,0.971479,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,14.0,person,416
1,0.682379,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000001.jpg,1.0,11.0,dog,416
2,0.840982,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000002.jpg,2.0,18.0,train,416
3,0.354726,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000003.jpg,3.0,8.0,chair,416
4,0.839108,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
5,0.764253,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
6,0.72918,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
7,0.669302,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
8,0.623283,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
9,0.454571,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
10,0.452385,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
11,0.43356,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000004.jpg,4.0,6.0,car,416
12,0.967171,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,10.0,diningtable,416
13,0.648208,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,416
14,0.637899,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,416
15,0.537461,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,416
16,0.50801,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,416
17,0.481508,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000006.jpg,5.0,8.0,chair,416
18,0.813396,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,416
19,0.260048,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000008.jpg,6.0,8.0,chair,416
20,0.853837,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,14.0,person,416
21,0.835084,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000010.jpg,7.0,12.0,horse,416
22,0.944085,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,11.0,dog,416
23,0.48744,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000011.jpg,8.0,7.0,cat,416
24,0.88075,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000013.jpg,9.0,9.0,cow,416
25,0.587721,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,14.0,person,416
26,0.938464,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,416
27,0.280788,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,416
28,0.26389,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,6.0,car,416
29,0.67841,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000014.jpg,10.0,5.0,bus,416
30,0.947121,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000015.jpg,11.0,1.0,bicycle,416
31,0.908234,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000018.jpg,12.0,11.0,dog,416
32,0.86405,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,14.0,person,416
33,0.908033,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000022.jpg,13.0,12.0,horse,416
34,0.927072,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,416
35,0.866916,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,416
36,0.811687,/home/jayne/darknet/VOCdevkit/VOC2007/JPEGImages/000025.jpg,14.0,14.0,person,416
